Cycle,Discharge_Capacity_mAh_g,Coulombic_Efficiency_%,DCIR_mOhm,Chemistry,Binder,SOH_%
118,130.40949149731338,99.3798532270516,35.89051532083027,LFP,UV-Binder,82.53765284640087
119,130.23316504650884,99.34905426960341,35.4933378828494,LFP,UV-Binder,82.42605382690434
120,130.0517957358008,99.37974067931867,36.34684647616332,LFP,UV-Binder,82.31126312392455
121,129.86763830950798,99.41291229834006,36.481403728022514,LFP,UV-Binder,82.19470779082783
122,129.68871041912485,99.50259223376068,35.60344185374691,LFP,UV-Binder,82.08146229058535
123,129.5071258744808,99.38529341543511,35.393655594470104,LFP,UV-Binder,81.96653536359545
124,129.33535738939068,99.42068668781883,36.104700657186726,LFP,UV-Binder,81.85782113252574
125,129.15277842942155,99.40701285464593,36.82472669123338,LFP,UV-Binder,81.7422648287478
126,128.97388337167334,99.4656035063722,35.50132437801133,LFP,UV-Binder,81.62904010865401
127,128.79255624252457,99.53089318120995,36.40593316712696,LFP,UV-Binder,81.51427610286365
128,128.60755056384957,99.3763784575313,36.50312044018504,LFP,UV-Binder,81.3971839011706
129,128.4301334398107,99.37683762948322,36.78622604483056,LFP,UV-Binder,81.28489458215867
130,128.25416605823702,99.4519174751392,35.663135370254516,LFP,UV-Binder,81.173522821669
131,128.07024304723856,99.43221571961229,36.91164992936418,LFP,UV-Binder,81.05711585268264
132,127.89747943744759,99.48887987410936,37.37806504133128,LFP,UV-Binder,80.9477717958529
133,127.71626898745042,99.42417569796417,35.99936621774049,LFP,UV-Binder,80.83308163762685
134,127.53773256669486,99.37546065712235,36.19508664984775,LFP,UV-Binder,80.72008390297142
135,127.36307358990952,99.4214149466305,37.742790188083276,LFP,UV-Binder,80.60954024677818
136,127.18457290327677,99.44578508079971,36.24195390541898,LFP,UV-Binder,80.49656512865619
137,127.00467148152697,99.42985224781712,37.66877018673916,LFP,UV-Binder,80.38270346932087
138,126.83196067255587,99.41268040889922,37.02455571289607,LFP,UV-Binder,80.27339283073157
139,126.64818103644016,99.4391491374304,36.61446214880636,LFP,UV-Binder,80.15707660534187
140,126.47642604951565,99.44278880457237,37.941499802545025,LFP,UV-Binder,80.04837091741497
141,126.29972329627003,99.45195032663545,37.17061051000533,LFP,UV-Binder,79.93653373181647
142,126.12059212338406,99.41380576076529,37.38963470785938,LFP,UV-Binder,79.82315957176206
143,125.94628626430567,99.37155160009034,37.15846673879953,LFP,UV-Binder,79.7128394077884
144,125.76555129513032,99.38578958945531,37.70590170286985,LFP,UV-Binder,79.59845018679135
145,125.59628251403477,99.43733473634798,36.92704774517005,LFP,UV-Binder,79.49131804685746
146,125.41736993014973,99.33472669137079,37.46216307330352,LFP,UV-Binder,79.37808223427199
147,125.24097847801139,99.39257995693899,38.69882464467057,LFP,UV-Binder,79.26644207469074
148,125.0705229121635,99.35306062625271,37.35626686540226,LFP,UV-Binder,79.15855880516676
149,124.8902987562417,99.3727543746927,38.233473329082585,LFP,UV-Binder,79.04449288369729
150,124.7134284278241,99.43383742047752,37.65038012844939,LFP,UV-Binder,78.93254963786336
151,124.53843154310631,99.3780754407458,38.6269462513732,LFP,UV-Binder,78.82179211589008
152,124.37057216281482,99.3694557832055,37.4217473214367,LFP,UV-Binder,78.71555200178153
153,124.1907701347516,99.29776227103899,39.17964209015709,LFP,UV-Binder,78.60175324984279
154,124.02593720126053,99.40169638096098,38.22757908276728,LFP,UV-Binder,78.49742860839274
155,123.84069206474247,99.39529389001447,37.87210092669292,LFP,UV-Binder,78.38018485110283
156,123.67849544003525,99.46982560353314,37.62699349466003,LFP,UV-Binder,78.27752875951597
157,123.50071008281856,99.34492420741314,37.89951581017508,LFP,UV-Binder,78.16500638153073
158,123.32666016173872,99.3699278128154,38.67954789711204,LFP,UV-Binder,78.0548482036321
159,123.15239070655554,99.370103446234,38.39400635286257,LFP,UV-Binder,77.94455108009845
160,122.98249951861774,99.43517754557953,39.45776673176522,LFP,UV-Binder,77.83702501178338
161,122.80866693817627,99.3502172466849,38.741775047323614,LFP,UV-Binder,77.72700439125082
162,122.63976817702884,99.36761663432812,38.45742854517526,LFP,UV-Binder,77.6201064411575
163,122.46467970129675,99.38275018469285,39.274289973208056,LFP,UV-Binder,77.50929095018782
164,122.2928666180426,99.36038175888068,39.533554433770895,LFP,UV-Binder,77.40054849243202
165,122.11960315590778,99.32743158623296,38.5340838158019,LFP,UV-Binder,77.29088807335935
166,121.94900066674285,99.35816563234653,38.61523843257664,LFP,UV-Binder,77.1829118143942
167,121.77877130476078,99.40085637058162,38.43334285386709,LFP,UV-Binder,77.0751717118739
168,121.60159233559199,99.29456833860733,39.91280403013128,LFP,UV-Binder,76.9630331237924
169,121.43175143887252,99.35126746560118,39.84760905524361,LFP,UV-Binder,76.85553888536236
170,121.26729682896266,99.30834326723716,39.54926175149963,LFP,UV-Binder,76.75145368921687
171,121.09504824205922,99.40183730542185,40.368340897938396,LFP,UV-Binder,76.64243559624
172,120.92364955860434,99.26466652889195,40.371340305900105,LFP,UV-Binder,76.53395541683818
173,120.75411961901649,99.31162581244376,40.01070872879351,LFP,UV-Binder,76.4266579867193
174,120.58516651398406,99.35718355816633,40.65654256102652,LFP,UV-Binder,76.31972564176208
175,120.41276028696055,99.41535515483065,39.41168242007354,LFP,UV-Binder,76.21060777655731
176,120.2424965017591,99.3325522610135,39.303839238795454,LFP,UV-Binder,76.1028458871893
177,120.07606656640289,99.30684535449821,39.699499223033975,LFP,UV-Binder,75.99751048506512
178,119.90338700817419,99.4274333833577,39.35417371217863,LFP,UV-Binder,75.8882196254267
179,119.73858518243127,99.25974958428128,40.38233905600207,LFP,UV-Binder,75.78391467242486
180,119.56348589743993,99.22098919114791,41.27321138458992,LFP,UV-Binder,75.67309234015185
181,119.40310899416264,99.35171379309972,39.55868708133703,LFP,UV-Binder,75.571587970989
182,119.23306158573838,99.30339822636864,39.80421982802005,LFP,UV-Binder,75.46396302894834
183,119.06422827119424,99.27623136423401,40.54439805656687,LFP,UV-Binder,75.35710650075585
184,118.89841850524206,99.36150701229906,41.587750035055805,LFP,UV-Binder,75.2521636109127
185,118.73267070962798,99.33707944627669,40.4323122099535,LFP,UV-Binder,75.14725994280252
186,118.56311459932724,99.29548965560143,40.894469617376785,LFP,UV-Binder,75.0399459489413
187,118.38713916611829,99.25848642131898,40.04314571810079,LFP,UV-Binder,74.92856909247992
188,118.22160620519284,99.36493636256397,40.336686401924176,LFP,UV-Binder,74.82380139569167
189,118.05654622862254,99.35263913546797,42.0932602459177,LFP,UV-Binder,74.7193330560902
190,117.89166706263478,99.31398951555349,42.1302373928721,LFP,UV-Binder,74.61497915356632
191,117.7265019868134,99.41010297016008,40.28987996186882,LFP,UV-Binder,74.51044429545152
192,117.55632387427377,99.26309320222174,42.26362357084648,LFP,UV-Binder,74.4027366292872
193,117.3928051403932,99.23915094126298,41.718239875631,LFP,UV-Binder,74.29924375974252
194,117.22391382892627,99.27966492657862,42.255836589040044,LFP,UV-Binder,74.19235052463688
195,117.05847173197355,99.31081746376056,41.50947971126772,LFP,UV-Binder,74.08764033669212
196,116.89040354848353,99.32410341036389,41.7111920571585,LFP,UV-Binder,73.98126806866047
197,116.72636178767053,99.29871748300533,41.737693160513835,LFP,UV-Binder,73.87744416941172
198,116.55977487071496,99.32722801554236,42.173728515092215,LFP,UV-Binder,73.7720094118449
199,116.3957909972869,99.24589728452557,41.19930250951263,LFP,UV-Binder,73.66822215018158
200,116.23695826582929,99.37951448575916,41.05994717974536,LFP,UV-Binder,73.56769510495525
1,152.59209122730508,99.91790496150121,25.197101858487958,LFP,SBR,99.73339295902292
2,152.18572455067854,99.83739237657137,25.82847663739212,LFP,SBR,99.46779382397291
3,151.80152440744197,99.87511487130216,26.809793954222933,LFP,SBR,99.21668261924313
4,151.41761208109918,99.86479058872243,26.73536186948183,LFP,SBR,98.96575953013019
5,151.04973744304857,99.91122974550596,26.977229929344812,LFP,SBR,98.72531859022783
6,150.69746750260043,99.87250308633087,26.51453811288322,LFP,SBR,98.49507679908524
7,150.34010341867153,99.83949194622227,26.44039799591098,LFP,SBR,98.2615055023997
8,149.99868635224502,99.8737458305465,25.934905053412567,LFP,SBR,98.0383570929706
9,149.66600739555176,99.89461846201537,26.37638550721862,LFP,SBR,97.8209198663737
10,149.33786780977235,99.84538281654878,26.66803873234775,LFP,SBR,97.60644954887081
11,149.0170707922044,99.81052515017716,26.057200859359234,LFP,SBR,97.39677829555843
12,148.7048611118757,99.73705933280911,26.401223905422423,LFP,SBR,97.1927196809645
13,148.40470088596427,99.74216495116765,27.236450588127475,LFP,SBR,96.99653652677404
14,148.09730593795786,99.77305226136455,27.59132622847838,LFP,SBR,96.79562479605089
15,147.80403545372582,99.75085167816472,28.1966950227859,LFP,SBR,96.60394474099726
16,147.518218826709,99.7651110496802,28.146226662687116,LFP,SBR,96.41713648804509
17,147.23542958404764,99.7705406253499,27.645130399070382,LFP,SBR,96.23230691767819
18,146.95787503395786,99.78755516814626,27.282496106588145,LFP,SBR,96.05089871500513
19,146.68334183745594,99.75101962478197,27.792354729416466,LFP,SBR,95.87146525323918
20,146.40978706980414,99.77245310060557,28.171303236160465,LFP,SBR,95.69267128745369
21,146.1543649221519,99.74504244866652,26.916672381846773,LFP,SBR,95.52572870728882
22,145.88652245418206,99.63684124011556,27.579809779392576,LFP,SBR,95.35066827070723
23,145.63541510382376,99.68254668851183,28.519604571271234,LFP,SBR,95.18654581949265
24,145.38064924849613,99.71630897893637,27.68766590386609,LFP,SBR,95.02003218855955
25,145.13480335911981,99.65712752674298,28.143744542454375,LFP,SBR,94.8593486007319
26,144.89157308914255,99.7418046556879,28.255538721724395,LFP,SBR,94.70037456806702
27,144.6504861673861,99.78263684256677,27.528952506267277,LFP,SBR,94.54280141659223
28,144.41291236617224,99.76142171812438,27.96447088330458,LFP,SBR,94.38752442233479
29,144.18165402624177,99.68428720307965,27.989022577483865,LFP,SBR,94.23637518055018
30,143.94624137328373,99.76406096128011,27.45239341706413,LFP,SBR,94.08251070149262
31,143.71498446368415,99.69161114789797,27.52838352778271,LFP,SBR,93.9313623945648
32,143.4920868874564,99.66206267106132,29.223394087351547,LFP,SBR,93.78567770421986
33,143.26876172876922,99.64307040061962,28.186141619945627,LFP,SBR,93.63971354821517
34,143.03991557374866,99.65352331262183,28.75615753247763,LFP,SBR,93.49014089787494
35,142.8260930839209,99.64422528058951,28.39745114717755,LFP,SBR,93.35038763654961
36,142.60930066484303,99.66722171350276,29.76135849023068,LFP,SBR,93.20869324499544
37,142.39129595359708,99.66187426526089,28.478593517731547,LFP,SBR,93.06620650561901
38,142.1833087929692,99.64921887181164,28.89931362547787,LFP,SBR,92.93026718494718
39,141.96763696163072,99.6662093130094,29.865460500969206,LFP,SBR,92.7893052036802
40,141.75919701145443,99.6992638993862,29.883867133583617,LFP,SBR,92.65306994212708
41,141.55078134730655,99.68265036857447,28.652202835692556,LFP,SBR,92.51685055379514
42,141.3454980909154,99.55643931094914,29.96528661959142,LFP,SBR,92.38267849079439
43,141.13791097281785,99.498568776182,29.356373773475788,LFP,SBR,92.24700063582866
44,140.9341564607998,99.6686291602346,29.48593774417071,LFP,SBR,92.11382775215674
45,140.7419994317284,99.54928392897546,28.86695994483189,LFP,SBR,91.9882349226983
46,140.53481417168527,99.60216934633917,28.84120302751425,LFP,SBR,91.85281972005573
47,140.33586027510668,99.55074548284044,30.21587861394753,LFP,SBR,91.72278449353378
48,140.13513727821424,99.51505813251104,29.8329223047106,LFP,SBR,91.59159299229688
49,139.94367328032658,99.6281975759508,29.79370140523036,LFP,SBR,91.46645312439645
50,139.74679209571343,99.63510953448372,30.459016457304795,LFP,SBR,91.3377726115774
51,139.56198836583698,99.5644124560329,30.61102579798222,LFP,SBR,91.21698586002417
52,139.36747614365984,99.45982975817626,29.47781633533871,LFP,SBR,91.08985368866657
53,139.17080596154756,99.5582701017194,30.460450298955283,LFP,SBR,90.96131108597879
54,138.9890488784038,99.6014284105281,29.590708164555373,LFP,SBR,90.84251560679986
55,138.79561560661466,99.50420285504052,30.90275017205809,LFP,SBR,90.71608863177428
56,138.60299423000856,99.58367991383818,30.79391031253428,LFP,SBR,90.59019230719514
57,138.4086525454741,99.57016211626787,31.47322924216692,LFP,SBR,90.46317159834908
58,138.23605496712963,99.59635904733308,29.77791603271284,LFP,SBR,90.35036272361414
59,138.0388615284997,99.56989051386115,29.83410944230251,LFP,SBR,90.22147812320242
60,137.8527278721726,99.5118242377208,30.3643741493864,LFP,SBR,90.09982213867491
61,137.67612182109306,99.61692064185283,30.40341136747181,LFP,SBR,89.98439334711965
62,137.49649157203316,99.54582720852429,30.453957598144,LFP,SBR,89.86698795557723
63,137.31014481767716,99.54909638362442,31.85250916104207,LFP,SBR,89.74519269129226
64,137.12517950969215,99.50055152222762,30.619092399699014,LFP,SBR,89.62430033313213
65,136.9434197859194,99.52184860465402,30.74389945225726,LFP,SBR,89.50550312805188
66,136.76297250480502,99.49661398508499,31.79879652483593,LFP,SBR,89.38756372863074
67,136.58207293152833,99.52909096443597,31.25947968490108,LFP,SBR,89.26932871341721
68,136.40060998317043,99.62024973478854,31.993421113910365,LFP,SBR,89.15072547919635
69,136.22061588695772,99.46303636407734,30.65073231512877,LFP,SBR,89.03308227905733
70,136.04120018987527,99.44796071568281,31.57514238734677,LFP,SBR,88.91581711756554
71,135.86074068701336,99.59924412313349,30.747227200366567,LFP,SBR,88.7978697300741
72,135.6842880787603,99.51230491961526,30.885306406910708,LFP,SBR,88.6825412279479
73,135.5026754821425,99.48644087295892,32.65287490668882,LFP,SBR,88.56384018440687
74,135.33056490856504,99.56905030972332,31.198490742235194,LFP,SBR,88.4513496134412
75,135.15146640460426,99.48397128707252,32.06484136455043,LFP,SBR,88.3342917677152
76,134.97514639708524,99.60278524045825,31.90219120520141,LFP,SBR,88.21904993273544
77,134.8034613088978,99.54264873413776,31.854686652517685,LFP,SBR,88.10683745679594
78,134.63198895004567,99.48165885807302,33.03966669137455,LFP,SBR,87.9947640196377
79,134.45587405785025,99.61125544994523,31.36364679355098,LFP,SBR,87.87965624696095
80,134.2741171935812,99.4704728610477,32.72757937235118,LFP,SBR,87.76086091083738
81,134.10196194830317,99.53526424823391,33.4067888684271,LFP,SBR,87.6483411426818
82,133.93423748684134,99.51055664593669,32.68033636692368,LFP,SBR,87.538717311661
83,133.7553244081623,99.55814265651054,33.513644924066185,LFP,SBR,87.4217806589296
84,133.58481765310194,99.5686251502521,31.824515758572048,LFP,SBR,87.31033833536074
85,133.41471545684934,99.48967361707439,32.63758663814832,LFP,SBR,87.1991604293133
86,133.23807959140348,99.44795556564728,32.400315581924104,LFP,SBR,87.0837121512441
87,133.06955757078177,99.50620676739375,33.42164192996146,LFP,SBR,86.97356703972665
88,132.89382599016156,99.44693217704162,34.00259418099449,LFP,SBR,86.85870979749122
89,132.72493306602973,99.57912462128378,32.633060124888495,LFP,SBR,86.7483222653789
90,132.5569211253252,99.48294632184277,33.50834920294815,LFP,SBR,86.63851053942824
91,132.38071627943833,99.45554422280796,32.67619526551948,LFP,SBR,86.5233439734891
92,132.21665271640427,99.48076098573601,33.49066050914322,LFP,SBR,86.41611288653874
93,132.04540494261624,99.40191273767071,33.36786497337667,LFP,SBR,86.30418623700407
94,131.8775446909136,99.41845534037724,34.464010659263074,LFP,SBR,86.1944736541919
95,131.7072676716388,99.52484814308629,33.817054545392935,LFP,SBR,86.08318148473123
96,131.5416772033636,99.42979807090357,33.379012744173636,LFP,SBR,85.97495242049908
97,131.3692245013771,99.40813603077699,32.988191569775864,LFP,SBR,85.86223823619417
98,131.19909513297807,99.48517600599479,33.14249365746987,LFP,SBR,85.7510425705739
99,131.03255074589163,99.5155129026575,33.37063385990247,LFP,SBR,85.64219002999452
100,130.86587595157502,99.49008177882791,33.50193332268059,LFP,SBR,85.53325225593139
101,130.69671246213758,99.50186457032234,34.78123211568227,LFP,SBR,85.42268788375006
102,130.5292612135974,99.41217172992289,34.282445576565046,LFP,SBR,85.31324262326628
103,130.35985704642854,99.37689105462084,34.286781822748736,LFP,SBR,85.20252094537814
104,130.19304439571277,99.52103876747721,33.54953774373843,LFP,SBR,85.09349306909331
105,130.02413848616075,99.42784857935908,35.12027938669887,LFP,SBR,84.98309704977827
106,129.8671481515787,99.42947100058183,34.92562860641697,LFP,SBR,84.88048898795994
107,129.69195780528983,99.50647164430116,33.695336723800004,LFP,SBR,84.76598549365349
108,129.5276345874949,99.46594154888525,35.05567019445954,LFP,SBR,84.65858469770909
109,129.36181313879425,99.45901100086027,34.80707643468529,LFP,SBR,84.5502046658786
110,129.20113668376928,99.54257138058999,33.963450691493556,LFP,SBR,84.4451873750126
111,129.0322765692022,99.40026773201097,34.79660128305731,LFP,SBR,84.33482128706025
112,128.87183769049503,99.47697540815577,34.92939257426009,LFP,SBR,84.22995927483335
113,128.70122826796586,99.43159085014676,34.37154908032655,LFP,SBR,84.1184498483437
114,128.53945902326603,99.44034329662936,36.01139629400057,LFP,SBR,84.01271831586016
115,128.3717062214272,99.50152695880975,35.89995074296132,LFP,SBR,83.90307596171712
116,128.21645284286876,99.44870122205623,35.618044674658215,LFP,SBR,83.80160316527369
117,128.04247272452514,99.44844585924467,35.28459112200122,LFP,SBR,83.68789066962428
118,127.88319426357481,99.47339345614401,35.26353108316901,LFP,SBR,83.5837871003757
119,127.72060481853379,99.399772594527,35.821946934301906,LFP,SBR,83.47751948923778
120,127.55659130128856,99.37432669794882,35.69086373881381,LFP,SBR,83.3703211119533
121,127.39164658530747,99.3623281872827,34.80454621176377,LFP,SBR,83.2625141080441
122,127.22887012721523,99.31454651111599,35.785005297540664,LFP,SBR,83.15612426615374
123,127.06665129666051,99.51398433688394,36.45280723446568,LFP,SBR,83.05009888670621
124,126.90354085955619,99.3543368719508,35.838479755193916,LFP,SBR,82.94349075787986
125,126.74453589532229,99.39677131827028,35.103913155108536,LFP,SBR,82.83956594465509
126,126.58613732445652,99.39234317770536,36.65255639876806,LFP,SBR,82.73603746696504
127,126.41589265307718,99.41991689480672,35.562727564271945,LFP,SBR,82.62476643991972
128,126.2517117901923,99.44370875680428,35.75724166977608,LFP,SBR,82.5174586864002
129,126.09400799286702,99.44433327602711,35.649412706864595,LFP,SBR,82.41438430906342
130,125.94065809438338,99.3705555593573,36.060430129743,LFP,SBR,82.31415561724404
131,125.76934752033259,99.38976505944166,36.99350301137727,LFP,SBR,82.202187921786
132,125.61570792760928,99.41067350534696,36.59877171900788,LFP,SBR,82.10176988732633
133,125.4550472137412,99.3825447323887,36.04976254830142,LFP,SBR,81.99676288479817
134,125.28776746539172,99.47379254046271,37.47566015630408,LFP,SBR,81.8874297159423
135,125.13073900307305,99.41643095267781,37.55916370990305,LFP,SBR,81.78479673403467
136,124.97370992715564,99.42709379107305,37.621156850092014,LFP,SBR,81.68216335108211
137,124.80766808502385,99.42197220219063,36.43759242276308,LFP,SBR,81.57363927125742
138,124.64836272474774,99.44599040021812,36.94247868836197,LFP,SBR,81.46951812075017
139,124.48758293619888,99.39486648088614,38.089979312281756,LFP,SBR,81.36443329163325
140,124.3268240146453,99.3194824276523,37.74402495261998,LFP,SBR,81.25936210107537
141,124.1686458550907,99.40282677467121,36.33433484245112,LFP,SBR,81.15597768306581
142,124.0078316966513,99.3488024216962,36.490409182520985,LFP,SBR,81.05087038996817
143,123.85269937864845,99.3534766700187,37.367862753624664,LFP,SBR,80.94947671807088
144,123.69156397783081,99.4077721060714,38.33844041172311,LFP,SBR,80.84415946263451
145,123.53603458250909,99.43892344159424,37.67740359590543,LFP,SBR,80.74250626307784
146,123.37230684351768,99.37663705375695,37.67562501606858,LFP,SBR,80.6354946689658
147,123.21978989568984,99.38958794212529,36.97094739991326,LFP,SBR,80.53581038933977
148,123.06330144467488,99.45783831410085,38.15356020944859,LFP,SBR,80.43353035599665
149,122.89700360938296,99.3833547925204,38.56420632120045,LFP,SBR,80.32483896038102
150,122.74647079490634,99.49999898305616,37.76084001501513,LFP,SBR,80.22645149993879
151,122.5915748024083,99.39679596962638,38.63122370185065,LFP,SBR,80.12521228915575
152,122.42698493048432,99.27909581783989,39.08895330780162,LFP,SBR,80.01763720946687
153,122.27853205800143,99.40342215914322,37.64753291825538,LFP,SBR,79.92060918823623
154,122.11784986974482,99.38344162190376,38.36665926238948,LFP,SBR,79.81558815016001
155,121.95773380236955,99.42750731866155,37.97427591616915,LFP,SBR,79.71093712573173
156,121.8031146907712,99.39532193493136,39.065708838067685,LFP,SBR,79.60987888285699
157,121.64856686727525,99.3533903199616,38.715186731762316,LFP,SBR,79.50886723351324
158,121.49090612485807,99.29775538461773,38.90916483510061,LFP,SBR,79.40582099663926
159,121.33625654853512,99.34718309918416,39.315828319231784,LFP,SBR,79.30474284217982
160,121.17601600793247,99.3137788588809,38.59194094532491,LFP,SBR,79.20001046270096
161,121.02359907210155,99.32595585081403,39.71018013681409,LFP,SBR,79.10039155039317
162,120.86333766575513,99.38309447826063,39.026057734492284,LFP,SBR,78.99564553317329
163,120.71190746430581,99.4358505844246,38.35590964567069,LFP,SBR,78.89667154529792
164,120.55436592992581,99.37078487921401,39.51179823633761,LFP,SBR,78.79370322217373
165,120.39988142213433,99.28995911385873,39.78652270087651,LFP,SBR,78.69273295564335
166,120.2509801787403,99.37069126611262,38.91352335413505,LFP,SBR,78.59541188152961
167,120.09590293173923,99.40700635742091,40.0743585139975,LFP,SBR,78.49405420375113
168,119.93998642660803,99.31540495836192,40.25228650953153,LFP,SBR,78.39214799124707
169,119.78058469400686,99.3379181235602,39.073808974755615,LFP,SBR,78.28796385229207
170,119.62878734304444,99.3440837177206,40.567042945430444,LFP,SBR,78.18874989741467
171,119.47942282653418,99.3028400583215,38.961423056097516,LFP,SBR,78.09112603041449
172,119.32242739684621,99.37323989582333,39.164031336804975,LFP,SBR,77.98851463846157
173,119.17535041920434,99.33352449737696,39.20844967847606,LFP,SBR,77.89238589490479
174,119.01613376980058,99.35929958660844,40.70797942001574,LFP,SBR,77.78832272535985
175,118.86226228494328,99.29270434447882,40.30858510464992,LFP,SBR,77.68775312741391
176,118.70766178426695,99.31396685905098,39.38420856644454,LFP,SBR,77.58670704854049
177,118.55606317085595,99.37072439872426,40.04064683673669,LFP,SBR,77.48762298748755
178,118.40244871949922,99.31473387228108,40.470596050139605,LFP,SBR,77.3872213852936
179,118.2524439543611,99.41849847186377,39.48692816997877,LFP,SBR,77.28917905513796
180,118.1007729090399,99.31094767969817,41.164832736814674,LFP,SBR,77.19004765296725
181,117.94329744160675,99.34094730688464,41.087207070883075,LFP,SBR,77.08712251085407
182,117.7895835164203,99.37513047917993,40.57041354715328,LFP,SBR,76.98665589308516
183,117.63615936848463,99.2563747184439,41.574253230518345,LFP,SBR,76.88637867221217
184,117.49145146179839,99.23804874933505,40.5555219585502,LFP,SBR,76.79179834104471
185,117.3350453980375,99.24860659485962,41.76822063807299,LFP,SBR,76.68957215558007
186,117.18049311880448,99.38682279230963,41.215839997607254,LFP,SBR,76.58855759398986
187,117.03688188047147,99.29490873395791,41.22934254650789,LFP,SBR,76.49469403952384
188,116.8921273399548,99.44922346043337,40.371909790591566,LFP,SBR,76.40008322872862
189,116.73372995194687,99.29191669663717,41.883855516609295,LFP,SBR,76.29655552414827
190,116.58553087310672,99.32817587390231,41.054979375841235,LFP,SBR,76.19969338111551
191,116.43269532638543,99.3948766179861,40.60446681156496,LFP,SBR,76.09980086691857
192,116.28175459910982,99.416902084946,40.38521503995152,LFP,SBR,76.0011467968038
193,116.13457671242635,99.41850237864104,41.55951136727676,LFP,SBR,75.90495209962506
194,115.9808834543271,99.37467864160234,41.57479924424535,LFP,SBR,75.80449898975627
195,115.83265762680414,99.3642998908689,42.03870724473832,LFP,SBR,75.70761936392427
196,115.68308789078162,99.34156278535781,42.460516106035605,LFP,SBR,75.60986136652393
197,115.53055184953186,99.34969733970648,40.918813169286054,LFP,SBR,75.51016460753716
198,115.38613134960225,99.28206595990022,42.30299298068073,LFP,SBR,75.41577212392305
199,115.23339502677628,99.26756431156397,41.29482388819517,LFP,SBR,75.31594446194528
200,115.08258274112079,99.30715753268495,42.71635410631433,LFP,SBR,75.21737434060182
1,174.50394924180463,99.9607027343259,26.76542380432111,NMC,PVDF,99.71654242388837
2,174.02389158512867,99.86981344993097,25.786695835170285,NMC,PVDF,99.44222376293067
3,173.5458344880086,99.8881404948977,26.817864943552014,NMC,PVDF,99.16904827886206
4,173.09300987186904,99.87826263049321,27.10374428962147,NMC,PVDF,98.91029135535373
5,172.64552846656264,99.85021953014086,26.267634839153057,NMC,PVDF,98.65458769517865
6,172.20391863492443,99.88930858834486,27.299886287708784,NMC,PVDF,98.40223921995683
7,171.77079661420902,99.88041773018713,26.314636107926383,NMC,PVDF,98.15474092240515
8,171.35793185436452,99.74543091692458,27.56815683298022,NMC,PVDF,97.91881820249402
9,170.9554775780803,99.89032509670841,25.898579049051143,NMC,PVDF,97.68884433033159
10,170.55214468185298,99.7343677018294,27.174038533006485,NMC,PVDF,97.45836838963028
11,170.1582165962501,99.86163482940208,26.867628080913857,NMC,PVDF,97.23326662642863
12,169.77667577500102,99.858986401268,26.735297610911296,NMC,PVDF,97.01524330000059
13,169.40528151477176,99.74087231281065,27.305423757497202,NMC,PVDF,96.803018008441
14,169.03620169750286,99.76777278218457,27.527714183268664,NMC,PVDF,96.59211525571591
15,168.6725349849637,99.72604205484839,26.208726539300617,NMC,PVDF,96.38430570569354
16,168.31740313697668,99.76371356331504,26.6139061774944,NMC,PVDF,96.18137322112953
17,167.96883092248476,99.75230641489576,27.786092101268636,NMC,PVDF,95.98218909856271
18,167.62469684071036,99.80005355704188,27.772770827156414,NMC,PVDF,95.78554105183449
19,167.29544245128014,99.8200600009909,28.452095010257352,NMC,PVDF,95.5973956864458
20,166.95816892838064,99.81791220895376,28.122075580501566,NMC,PVDF,95.40466795907466
21,166.63648033784284,99.7137103265971,28.581545415462674,NMC,PVDF,95.22084590733877
22,166.31599779533738,99.72515347474602,28.165081003069616,NMC,PVDF,95.03771302590708
23,165.99771627682924,99.64534154859173,27.436104417278887,NMC,PVDF,94.85583787247384
24,165.681178299366,99.68321985339765,27.130729844501715,NMC,PVDF,94.67495902820914
25,165.37569304294865,99.76585484553992,28.563647726689872,NMC,PVDF,94.50039602454208
26,165.07047761105358,99.7925873603655,28.36829844295183,NMC,PVDF,94.32598720631633
27,164.76777958250705,99.6443818573556,27.256372024786593,NMC,PVDF,94.15301690428974
28,164.4750981297652,99.67086041258187,27.960100931801957,NMC,PVDF,93.98577035986582
29,164.17774667942035,99.69363905877822,29.233599630968573,NMC,PVDF,93.81585524538306
30,163.89536882405042,99.70353271237859,28.4008022914204,NMC,PVDF,93.65449647088595
31,163.60414395449027,99.64369759904179,28.34545827203941,NMC,PVDF,93.48808225970873
32,163.32293767702964,99.70012002184042,28.475399210318585,NMC,PVDF,93.32739295830265
33,163.04290633478323,99.65004856644313,28.05776544801033,NMC,PVDF,93.16737504844755
34,162.76379623972272,99.66792418340232,28.45741434172959,NMC,PVDF,93.00788356555584
35,162.49151854121075,99.69094833391675,28.539626511974355,NMC,PVDF,92.85229630926328
36,162.2160692496471,99.65902201587453,27.984710040374942,NMC,PVDF,92.69489671408405
37,161.95028018160565,99.63202627168208,29.495135257035837,NMC,PVDF,92.54301724663179
38,161.67612991039528,99.64358608060768,28.873008863807758,NMC,PVDF,92.3863599487973
39,161.41527547584576,99.63994425656182,29.764359773632847,NMC,PVDF,92.23730027191186
40,161.1575712708547,99.62123103415279,29.90069600223979,NMC,PVDF,92.09004072620269
41,160.88764881236244,99.62223285866905,28.70398810939732,NMC,PVDF,91.93579932134996
42,160.6294611357533,99.71061656789688,29.674706964340256,NMC,PVDF,91.78826350614474
